OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
MDEDAT05_WQX,Maryland Department of Natural Resources,MDEDAT05_WQX-PG-S-047-211-97,ROCK BR TO SPICE CR,River/Stream,Patuxent River (Lower),02060006,,,,,38.6910000000,-76.7400000000,,,,Interpolation-Other,NAD27,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT05_WQX,Maryland Department of Natural Resources,MDEDAT05_WQX-PG-S-052-109-95,WOLF DEN BR,River/Stream,Zekiah Swamp,02070011,,,,,38.6528000000,-76.8078000000,,,,Interpolation-Other,NAD27,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT05_WQX,Maryland Department of Natural Resources,MDEDAT05_WQX-PIS0033,PIS0033,River/Stream,Route 210,02070010,,,,,38.6984493480,-76.9858080130,,,,Unknown,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT05_WQX,Maryland Department of Natural Resources,MDEDAT05_WQX-PXT0603,PXT0603,River/Stream,Route 50,02060006,,,,,38.9556669810,-76.6941336030,,,,Unknown,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT05_WQX,Maryland Department of Natural Resources,MDEDAT05_WQX-WXT0121,WXT0121,River/Stream,Route 202,02060006,,,,,38.8751126670,-76.7974700890,,,,Unknown,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-02-002,UT to Upper Patuxent River,River/Stream,,02060006,,,,,39.0191950000,-76.7485810000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-02-003,Upper Patuxent River,River/Stream,,02060006,,,,,39.0268890000,-76.7517220000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-02-004,Upper Patuxent River,River/Stream,,02060006,,,,,39.0410000000,-76.7812770000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-02-008,Upper Patuxent River,River/Stream,,02060006,,,,,39.0319720000,-76.7798330000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-02-009,Upper Patuxent River,River/Stream,,02060006,,,,,39.0342220000,-76.7870270000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-02-012,Upper Patuxent River,River/Stream,,02060006,,,,,39.0184440000,-76.8050550000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-02-014,Upper Patuxent River,River/Stream,,02060006,,,,,39.0139170000,-76.8079440000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-02-019,UT to Bluegill Pond,River/Stream,,02060006,,,,,39.0391390000,-76.8108050000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-02-022,Upper Patuxent River,River/Stream,,02060006,,,,,39.0540000000,-76.7993050000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-02-024,Upper Patuxent River,River/Stream,,02060006,,,,,39.0472220000,-76.8065000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-02-027,Upper Patuxent River,Estuary,,02060006,,,,,39.0506110000,-76.8115550000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-02-029,UT to Upper Patuxent River,River/Stream,,02060006,,,,,39.0617310000,-76.8297660000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-02-032A,UT to Upper Patuxent River,River/Stream,,02060006,,,,,39.0686250000,-76.8466770000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-02-032B,UT to Upper Patuxent River,River/Stream,,02060006,,,,,39.0629120000,-76.8594620000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-02-034B,Upper Patuxent River,River/Stream,,02060006,,,,,39.1089200000,-76.8492200000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-02-034C,Upper Patuxent River,River/Stream,,02060006,,,,,39.0958060000,-76.8341380000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-02-036,UT to Upper Paxtuent River,River/Stream,,02060006,,,,,39.0264890000,-76.7608290000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-03-001,Walker Branch,River/Stream,,02060006,,,,,39.1097220000,-76.8650000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-03-005,UT to Walker Branch,River/Stream,,02060006,,,,,39.1093610000,-76.8935270000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-04-005,Crows Branch,River/Stream,,02060006,,,,,39.0938280000,-76.8460840000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-04-005B,Crows Branch,River/Stream,,02060006,,,,,39.0893450000,-76.8370020000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-04-009,Crows Branch,River/Stream,,02060006,,,,,39.0987770000,-76.8546750000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-04-009A,UT to Bear Branch,River/Stream,,02060006,,,,,39.0970200000,-76.8657800000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-04-009B,UT to Bear Branch,River/Stream,,02060006,,,,,39.0965200000,-76.8694400000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-05-001,Paint Branch,River/Stream,,02070010,,,,,38.9884340000,-76.9337310000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-05-001A,Paint Branch,River/Stream,,02070010,,,,,38.9874440000,-76.9322500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-05-003,Paint Branch,River/Stream,,02070010,,,,,38.9930280000,-76.9355270000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-05-004,Ut to Paint Branch,River/Stream,,02070010,,,,,39.0063000000,-76.9440130000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-05-004A,UT to Paint Branch,River/Stream,,02070010,,,,,39.0060280000,-76.9496110000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-05-004B,UT to Paint Branch,River/Stream,,02070010,,,,,39.0060280000,-76.9555550000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-05-007B,UT to Paint Branch,River/Stream,,02070010,,,,,39.0188330000,-76.9550270000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-05-012,Paint Branch,River/Stream,,02070010,,,,,39.0319720000,-76.9535550000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-05-017,Little Paint Branch,River/Stream,,02070010,,,,,39.0250890000,-76.9300760000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-05-019B,Little Paint Branch,River/Stream,,02070010,,,,,39.0383900000,-76.9312100000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-05-019C,Little Paint Branch,River/Stream,,02070010,,,,,39.0462100000,-76.9308200000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-05-019D,Little Paint Branch,River/Stream,,02070010,,,,,39.0437220000,-76.9318880000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-05-020,Paint Branch,River/Stream,,02070010,,,,,39.0540000000,-76.9376940000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-05-021,Paint Branch,River/Stream,,02070010,,,,,39.0562500000,-76.9398610000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-05-027,Little Paint Branch,River/Stream,,02070010,,,,,39.0691400000,-76.9293300000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-05-027A,Little Paint Branch,River/Stream,,02070010,,,,,39.0695830000,-76.9295550000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-05-028,Little Paint Branch,River/Stream,,02070010,,,,,39.0735000000,-76.9284100000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-06-006A,UT to Patuxent River,River/Stream,,02060006,,,,,39.0922100000,-76.8530900000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-06-006B,Bear Branch,River/Stream,,02060006,,,,,39.0950000000,-76.8697700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-06-006C,Bear Branch,River/Stream,,02060006,,,,,39.0905200000,-76.8702600000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-06-008,Bear Branch,River/Stream,,02060006,,,,,39.0899170000,-76.8868880000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-004,Indian Creek,River/Stream,,02070010,,,,,38.9806110000,-76.9175270000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-006,Indian Creek,River/Stream,,02070010,,,,,38.9896670000,-76.9218330000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-008A,Indian Creek,River/Stream,,02070010,,,,,38.9996110000,-76.9160000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-008B,Indian Creek,River/Stream,,02070010,,,,,39.0030000000,-76.9134160000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-009,Indian Creek,River/Stream,,02070010,,,,,39.0105280000,-76.9182500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-011,Indian Creek,River/Stream,,02070010,,,,,39.0039700000,-76.8929600000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-011A,Walkers Brook,River/Stream,,02070010,,,,,39.0052780000,-76.8956110000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-013,Indian Creek,River/Stream,,02070010,,,,,39.0043330000,-76.8944440000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-014,Indian Creek,River/Stream,,02070010,,,,,39.0132500000,-76.9006800000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-014A,Indian Creek,River/Stream,,02070010,,,,,39.0088060000,-76.9085270000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-015A,Indian Creek,River/Stream,,02070010,,,,,39.0265280000,-76.9042500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-015D,Indian Creek,River/Stream,,02070010,,,,,39.0265280000,-76.9042500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-017,Indian Creek,River/Stream,,02070010,,,,,39.0381940000,-76.9016660000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-020B,Belt''s Run,River/Stream,,02070010,,,,,39.0385280000,-76.9098880000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-022,Indian Creek,River/Stream,,02070010,,,,,39.0460830000,-76.9031110000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-023,Indian Creek,River/Stream,,02070010,,,,,39.0545560000,-76.9182500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-023B,Shaw Run,River/Stream,,02070010,,,,,39.0535000000,-76.9138610000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-024B,Indian Creek,River/Stream,,02070010,,,,,39.0680500000,-76.9106100000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-024C,Indian Creek,River/Stream,,02070010,,,,,39.0685280000,-76.9106110000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-024D,Indian Creek,River/Stream,,02070010,,,,,39.0514720000,-76.9044720000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-025,Indian Creek,River/Stream,,02070010,,,,,39.0449440000,-76.8980550000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-026,Indian Creek,River/Stream,,02070010,,,,,39.0445560000,-76.8827220000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-028,Indian Creek,River/Stream,,02070010,,,,,39.0530830000,-76.8988610000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-028A,Piney Brook,River/Stream,,02070010,,,,,39.0508060000,-76.8833330000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-029A,Scotch Run,River/Stream,,02070010,,,,,39.0709440000,-76.8897500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-031,Indian Creek,River/Stream,,02070010,,,,,39.0760000000,-76.8958880000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-032,Indian Creek,River/Stream,,02070010,,,,,39.0765560000,-76.8980550000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-033,Indian Creek,River/Stream,,02070010,,,,,39.0528610000,-76.8951660000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-035,Mistletoe Run,River/Stream,,02070010,,,,,39.0566300000,-76.8823800000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-035A,Mistletoe Run,River/Stream,,02070010,,,,,39.0586110000,-76.8772220000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-037,Indian Creek,River/Stream,,02070010,,,,,39.0701500000,-76.8844700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-07-038,Indian Creek,River/Stream,,02070010,,,,,39.0288330000,-76.9034440000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-001,Upper Beaverdam Creek,River/Stream,,02070010,,,,,39.0165000000,-76.8967770000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-001A,Upper Beaver Dam Creek,River/Stream,,02070010,,,,,39.0170310000,-76.8959440000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-001B,Beaverdam Creek,River/Stream,,02070010,,,,,39.0218890000,-76.8840550000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-002,UT to Upper Beaverdam Creek,River/Stream,,02070010,,,,,39.0253060000,-76.8812500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-003,Upper Beaverdam Creek,River/Stream,,02070010,,,,,39.0236670000,-76.8781380000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-007,Upper Beaverdam Creek,River/Stream,,02070010,,,,,39.0227460000,-76.8725830000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-010,UT to Upper Beaverdam Creek,River/Stream,,02070010,,,,,39.0386670000,-76.8687220000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-014,UT to Upper Beaverdam Creek,River/Stream,,02070010,,,,,39.0212780000,-76.8632220000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-014A,Ut to Beaverdam Cr.,River/Stream,,02070010,,,,,39.0209170000,-76.8634160000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-016,Upper Beaverdam Creek,River/Stream,,02070010,,,,,39.0136670000,-76.8644160000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-018,UT to Upper Beaverdam Creek,River/Stream,,02070010,,,,,39.0070280000,-76.8640130000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-019,UT to Upper Beaverdam Creek,River/Stream,,02070010,,,,,39.0045560000,-76.8650000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-020,UT to Upper Beaverdam Creek,River/Stream,,02070010,,,,,39.0040560000,-76.8607890000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-022,Beck Branch,River/Stream,,02070010,,,,,39.0147220000,-76.8530550000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-026,UT to Beck Branch,River/Stream,,02070010,,,,,39.0036770000,-76.8341670000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-034,Beck Branch,River/Stream,,02070010,,,,,39.0100040000,-76.8209160000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-035A,Upper Beaverdam Creek,River/Stream,,02070010,,,,,39.0219170000,-76.8565550000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-035B,Upper Beaver Dam,River/Stream,,02070010,,,,,39.0223060000,-76.8545270000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-039,UT to Upper Beaverdam Creek,River/Stream,,02070010,,,,,39.0229230000,-76.8441690000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-040,UT to Upper Beaverdam Creek,River/Stream,,02070010,,,,,39.0219170000,-76.8427770000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,MDEDAT06_WQX-08-040A,Upper Beaverdam Creek,River/Stream,,02070010,,,,,39.0165000000,-76.8342770000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
